leg_id,full_name,first_name,middle_name,last_name,suffixes,nickname,active,state,chamber,district,party,transparencydata_id,photo_url,created_at,updated_at
IAL000103,Helen Miller,Helen,,Miller,,,True,ia,lower,49,Democratic,b0abc7398b3f4eff93259087ebf2d9eb,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=219,2011-09-13 01:16:51.748000,2012-10-29 04:04:00.153000
IAL000104,Linda J. Miller,Linda,J.,Miller,,,True,ia,lower,82,Republican,4b4a771ac7cb4ab28842b53e6856265b,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=6487,2011-09-13 01:16:51.759000,2012-10-29 04:04:00.154000
IAL000105,Brian Moore,Brian,,Moore,,,True,ia,lower,25,Republican,6202f9baf5bc497c8fb104f8da7e6721,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=10793,2011-09-13 01:16:51.787000,2012-10-29 04:04:00.156000
IAL000106,Daniel Muhlbauer,Daniel,,Muhlbauer,,,True,ia,lower,51,Democratic,52356fcd2a75495ba1731c53d90cd9fe,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=10799,2011-09-13 01:16:51.798000,2012-10-29 04:04:00.157000
IAL000107,Patrick Murphy,Patrick,,Murphy,,,True,ia,lower,28,Democratic,6452d6f19bd64365a3503ae38fac83d7,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=36,2011-09-13 01:16:51.809000,2012-10-29 04:04:00.158000
IAL000108,Jo Oldson,Jo,,Oldson,,,True,ia,lower,61,Democratic,969fdfca5f7041cebb2c7bb909d930c0,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=228,2011-09-13 01:16:51.820000,2012-10-29 04:04:00.159000
IAL000109,Rick Olson,Rick,,Olson,,,True,ia,lower,68,Democratic,9d1c3989f4984f4a996aaebdcd23c518,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=781,2011-09-13 01:16:51.831000,2012-10-29 04:04:00.160000
IAL000110,Steven N. Olson,Steven,N.,Olson,,,True,ia,lower,83,Republican,90e6b511dd4f49b9a8e91f32d247eae3,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=243,2011-09-13 01:16:51.841000,2012-10-29 04:04:00.161000
IAL000111,Tyler Olson,Tyler,,Olson,,,True,ia,lower,38,Democratic,f7a00bc9e13248fda1e6a9bed3def9ed,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=6482,2011-09-13 01:16:51.852000,2012-10-29 04:04:00.162000
IAL000112,Kraig Paulsen,Kraig,,Paulsen,,,True,ia,lower,35,Republican,0a52b87d7cc848229fe8b12a51ea99e7,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=199,2011-09-13 01:16:51.866000,2012-10-29 04:04:00.163000
IAL000113,Ross Paustian,Ross,,Paustian,,,True,ia,lower,84,Republican,6d693f1207cb41ee8652a0ba4f2d0d66,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=10804,2011-09-13 01:16:51.877000,2012-10-29 04:04:00.164000
IAL000114,Kim Pearson,Kim,,Pearson,,,True,ia,lower,42,Republican,ab49d993812940ca8cddce2941998964,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=10797,2011-09-13 01:16:51.888000,2012-10-29 04:04:00.165000
IAL000115,Janet Petersen,Janet,,Petersen,,,True,ia,lower,64,Democratic,ad92e2ed25af4d8883b5745256b79ef7,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=72,2011-09-13 01:16:51.899000,2012-10-29 04:04:00.166000
IAL000116,Dawn E. Pettengill,Dawn,E.,Pettengill,,,True,ia,lower,39,Republican,9ab3235b7fbc4162ab752452f2bc0324,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=778,2011-09-13 01:16:51.910000,2012-10-29 04:04:00.167000
IAL000117,Brian J. Quirk,Brian,J.,Quirk,,,True,ia,lower,15,Democratic,4356c39d2e12487589e5e93df7fdde90,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=30,2011-09-13 01:16:51.921000,2012-10-29 04:04:00.168000
IAL000118,Scott Raecker,J. Scott,,Raecker,,,True,ia,lower,63,Republican,08d96ea2a27f4ca2b41f11cab2d91ec6,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=76,2011-09-13 01:16:51.935000,2012-10-29 04:04:00.170000
IAL000119,Daniel Rasmussen,Daniel,,Rasmussen,,,True,ia,lower,23,Republican,9f82c5d8e202416bbbafe33f88755e89,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=299,2011-09-13 01:16:51.950000,2012-10-29 04:04:00.171000
IAL000120,Henry V. Rayhons,Henry,V.,Rayhons,,,True,ia,lower,11,Republican,8ad175d4d79d47d3a122b7bdcfe4f7f4,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=16,2011-09-13 01:16:51.961000,2012-10-29 04:04:00.172000
IAL000121,Walt Rogers,Walt,,Rogers,,,True,ia,lower,20,Republican,45849b3aebfa448f83e363107ac87619,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=10790,2011-09-13 01:16:51.975000,2012-10-29 04:04:00.173000
IAL000122,Kirsten Running-Marquardt,Kirsten,,Running-Marquardt,,,True,ia,lower,33,Democratic,36f255754d7b4a3fa6132597b755588d,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=10553,2011-09-13 01:16:51.990000,2012-10-29 04:04:00.174000
IAL000123,Thomas R. Sands,Thomas,R.,Sands,,,True,ia,lower,87,Republican,9bab8574bf47453d800404a467c5a537,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=249,2011-09-13 01:16:52.040000,2012-10-29 04:04:00.175000
IAL000124,Renee Schulte,Renee,,Schulte,,,True,ia,lower,37,Republican,bebed17c4d5a41bc8cb71d3d3090b62c,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=7505,2011-09-13 01:16:52.051000,2012-10-29 04:04:00.176000
IAL000125,Jason Schultz,Jason,,Schultz,,,True,ia,lower,55,Republican,7a2fba6cc7ab4e1791673191a74c4241,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=7507,2011-09-13 01:16:52.063000,2012-10-29 04:04:00.177000
IAL000126,Tom Shaw,Tom,,Shaw,,,True,ia,lower,8,Republican,481f61dbd937436393ae2c3bd130f595,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=10786,2011-09-13 01:16:52.074000,2012-10-29 04:04:00.178000
IAL000127,Jeff Smith,Jeff,,Smith,,,True,ia,lower,6,Republican,9981fed6114446d8abd68025d48ab900,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=10784,2011-09-13 01:16:52.087000,2012-10-29 04:04:00.179000
IAL000128,Mark D. Smith,Mark,D.,Smith,,,True,ia,lower,43,Democratic,290f9b9f135e4b3fa63ba278103b4ac2,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=64,2011-09-13 01:16:52.098000,2012-10-29 04:04:00.180000
IAL000129,Chuck Soderberg,Chuck,,Soderberg,,,True,ia,lower,3,Republican,b2b9cb6bc697489d93dbcdd7dc3933da,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=784,2011-09-13 01:16:52.109000,2012-10-29 04:04:00.181000
IAL000130,Sharon S. Steckman,Sharon,S.,Steckman,,,True,ia,lower,13,Democratic,24d11ccd06904948bdb8e7149f0a2539,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=7499,2011-09-13 01:16:52.134000,2012-10-29 04:04:00.182000
IAL000132,Annette Sweeney,Annette,,Sweeney,,,True,ia,lower,44,Republican,92a57b2906444e83bba7f1c65adefca8,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=7504,2011-09-13 01:16:52.156000,2012-10-29 04:04:00.184000
IAL000133,Jeremy Taylor,Jeremy,,Taylor,,,True,ia,lower,1,Republican,bfd14dcbf12c41209649101354a1a94d,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=10782,2011-09-13 01:16:52.166000,2012-10-29 04:04:00.185000
IAL000134,Todd E. Taylor,Todd,E.,Taylor,,,True,ia,lower,34,Democratic,c36629631f6d4d299d5f98e25db5e0af,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=54,2011-09-13 01:16:52.178000,2012-10-29 04:04:00.186000
IAL000135,Phyllis Thede,Phyllis,,Thede,,,True,ia,lower,81,Democratic,4e27eca8df48497cbdec6aa120e57aac,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=7496,2011-09-13 01:16:52.193000,2012-10-29 04:04:00.187000
IAL000136,Roger Thomas,Roger,,Thomas,,,True,ia,lower,24,Democratic,29f9298ff02240be942415d500701db1,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=192,2011-09-13 01:16:52.204000,2012-10-29 04:04:00.188000
IAL000137,David A. Tjepkes,David,A.,Tjepkes,,,True,ia,lower,50,Republican,dbf1879fe6774a2fa02eb20430007414,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=222,2011-09-13 01:16:52.215000,2012-10-29 04:04:00.189000
IAL000138,Linda L. Upmeyer,Linda,L.,Upmeyer,,,True,ia,lower,12,Republican,0e82f8d6eb8846d4b360aca9d3fea8d2,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=180,2011-09-13 01:16:52.226000,2012-10-29 04:04:00.190000
IAL000139,James Van Engelenhoven,James,,Van Engelenhoven,,,True,ia,lower,71,Republican,2a13f901ba7141728c83f33bee05d475,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=95,2011-09-13 01:16:52.237000,2012-10-29 04:04:00.191000
IAL000140,Guy Vander Linden,Guy,,Vander Linden,,,True,ia,lower,75,Republican,d2ce9c0c501d4965aa20500afeb2dd2c,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=10808,2011-09-13 01:16:52.249000,2012-10-29 04:04:00.192000
IAL000141,Nick Wagner,Nick,,Wagner,,,True,ia,lower,36,Republican,306b0a8a84bf414388aef39b6c1251b7,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=7506,2011-09-13 01:16:52.260000,2012-10-29 04:04:00.194000
IAL000142,Ralph C. Watts,Ralph,C.,Watts,,,True,ia,lower,47,Republican,21aa1dd403a941b0a5332f6e54d5ca84,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=216,2011-09-13 01:16:52.284000,2012-10-29 04:04:00.195000
IAL000143,Andrew J. Wenthe,Andrew,J.,Wenthe,,,True,ia,lower,18,Democratic,520a3c82b86b4a619e3569546c2fdf0d,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=6478,2011-09-13 01:16:52.299000,2012-10-29 04:04:00.196000
IAL000144,Beth Wessel-Kroeschell,Beth,,Wessel-Kroeschell,,,True,ia,lower,45,Democratic,c9d89e031bdc4f669ea1bbca18bf3e08,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=779,2011-09-13 01:16:52.309000,2012-10-29 04:04:00.197000
IAL000145,Nathan Willems,Nathan,,Willems,,,True,ia,lower,29,Democratic,215e52ca0e054555a1912ae9eef4a916,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=7495,2011-09-13 01:16:52.320000,2012-10-29 04:04:00.198000
IAL000146,Cindy Winckler,Cindy,,Winckler,,,True,ia,lower,86,Democratic,633b73ffea7a4707841ddb7727332b7b,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=44,2011-09-13 01:16:52.331000,2012-10-29 04:04:00.199000
IAL000147,Matt W. Windschitl,Matt,W.,Windschitl,,,True,ia,lower,56,Republican,0c26f4431ba1459193836b2cfee6cdc7,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=6483,2011-09-13 01:16:52.341000,2012-10-29 04:04:00.200000
IAL000148,John Wittneben,John,,Wittneben,,,True,ia,lower,7,Democratic,9ba5148d0d39408eb6799a14a66d2068,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=10785,2011-09-13 01:16:52.352000,2012-10-29 04:04:00.201000
IAL000149,Mary Wolfe,Mary,,Wolfe,,,True,ia,lower,26,Democratic,6dd3208e42c84982a6d4971840bad954,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=10794,2011-09-13 01:16:52.363000,2012-10-29 04:04:00.203000
IAL000150,Gary Worthan,Gary,,Worthan,,,True,ia,lower,52,Republican,7135a3fe1b1d49b6baca19c3511bd5ed,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=7007,2011-09-13 01:16:52.392000,2012-10-29 04:04:00.204000
IAL000131,Kurt Swaim,Kurt,,Swaim,,,True,ia,lower,94,Democratic,c16608d89daa465995dea993cf4dd46c,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=256,2011-09-13 01:16:52.145000,2012-10-29 04:04:00.205000
IAL000001,William Anderson,Bill,,Anderson,,,True,ia,upper,27,Republican,2abd8a04d21847e5a057aad314b8c5ca,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=10780,2011-09-13 01:16:50.226000,2012-10-29 04:04:00.206000
IAL000002,Robert Bacon,Robert,,Bacon,,,True,ia,upper,5,Republican,0096b03359c24c2f87ac63c2d8e7835f,http://www.legis.iowa.gov/getPhotoPeople.aspx?GA=84&PID=10778,2011-09-13 01:16:50.240000,2012-10-29 04:04:00.276000
